image_name; comment_number; comment;translations;captions
1251558317.jpg;0; A woman and a young boy sit on a police motorcycle and smile for the camera .;Una mujer y un niño se sientan en una motocicleta de la policía y sonríen para la cámara.;Una mujer y un niño se sientan en una motocicleta de la policía y sonríen para la cámara.
1252210354.jpg;0; A young man , with billowy red-hair , lines up his shot of the 9 ball on a pool table .;Un joven, con el pelo rojo ondulado, alinea su tiro de la bola 9 en una mesa de billar.;Un joven, con el pelo rojo ondulado, alinea su tiro de la bola 9 en una mesa de billar.
1252396628.jpg;0; a man in a red outfit is riding a red motorbike uphill on a motocross circuit .;un hombre con un traje rojo está montando una moto roja cuesta arriba en un circuito de motocross.;un hombre con un traje rojo está montando una moto roja cuesta arriba en un circuito de motocross.
1253275679.jpg;0; a young boy wearing a clever black and white shirt with his head bowed down;un joven vestido con una camisa inteligente en blanco y negro con la cabeza inclinada hacia abajo;un joven vestido con una camisa inteligente en blanco y negro con la cabeza inclinada hacia abajo
125635185.jpg;0; Three children are playing outdoors , two of them on a metal barrel swing .;Tres niños están jugando al aire libre, dos de ellos en un columpio de barril de metal.;Tres niños están jugando al aire libre, dos de ellos en un columpio de barril de metal.
126238618.jpg;0; Man dressed in coat , scarf , and hat painting a picture of a building on an easel in the streets .;Hombre vestido con abrigo, bufanda, y sombrero que pinta una imagen de un edificio en un caballete en las calles.;Hombre vestido con abrigo, bufanda, y sombrero que pinta una imagen de un edificio en un caballete en las calles.
1262454669.jpg;0; a woman is sitting on a bench with a latte in her lap and a white dog on a blue leash to her side .;una mujer está sentada en un banco con un café con leche en su regazo y un perro blanco en una correa azul a su lado.;una mujer está sentada en un banco con un café con leche en su regazo y un perro blanco en una correa azul a su lado.
1267711451.jpg;0; a black and white dog walking through the grass with a long stick in his mouth .;un perro blanco y negro paseando por la hierba con un palo largo en su boca.;un perro blanco y negro paseando por la hierba con un palo largo en su boca.
12770842.jpg;0; People sit in a crowded stadium watching some sort of event - there is a woman with red-hair in the foreground and in the bottom left corner two people stare directly at the picture taker .;La gente se sienta en un estadio lleno de gente viendo algún tipo de evento - hay una mujer con pelirrojo en el primer plano y en la esquina inferior izquierda dos personas miran directamente a la toma de fotos .;La gente se sienta en un estadio lleno de gente viendo algún tipo de evento - hay una mujer con pelirrojo en el primer plano y en la esquina inferior izquierda dos personas miran directamente a la toma de fotos .
1280320287.jpg;0; A man is pulled behind a boat on a knee board while another doing the same begins to fall .;Un hombre es empujado detrás de un barco en una tabla de rodilla, mientras que otro haciendo lo mismo comienza a caer.;Un hombre es empujado detrás de un barco en una tabla de rodilla, mientras que otro haciendo lo mismo comienza a caer.
1286408831.jpg;0; A boy with his mouth open and tongue sticking out clinging to a bar next to a platform .;Un chico con la boca abierta y la lengua sobresaliendo aferrándose a un bar junto a una plataforma.;Un chico con la boca abierta y la lengua sobresaliendo aferrándose a un bar junto a una plataforma.
128755800.jpg;0; A skinny person wearing and Mondesi jacket and jeans dress shoes is walking down the cemented bridge;Una persona flaca que lleva y chaqueta Mondesi y zapatos de vestir vaqueros está caminando por el puente cementado;Una persona flaca que lleva y chaqueta Mondesi y zapatos de vestir vaqueros está caminando por el puente cementado
1287704027.jpg;0; A woman wearing a short-sleeved striped shirt and carrying a green shopping bag examines fish in an open air market while a vendor in a white apron over a gray t-shirt hands her an empty plastic bag .;Una mujer que lleva una camisa a rayas de manga corta y lleva una bolsa de compras verde examina el pescado en un mercado al aire libre, mientras que un vendedor en un delantal blanco sobre una camiseta gris le da una bolsa de plástico vacía.;Una mujer que lleva una camisa a rayas de manga corta y lleva una bolsa de compras verde examina el pescado en un mercado al aire libre, mientras que un vendedor en un delantal blanco sobre una camiseta gris le da una bolsa de plástico vacía.
1289625678.jpg;0; A young child in pink is pushing downed leaves as grass into a pile .;Un niño pequeño en rosa está empujando las hojas derribadas como la hierba en un montón.;Un niño pequeño en rosa está empujando las hojas derribadas como la hierba en un montón.
1290894194.jpg;0; A woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk .;Una mujer se agacha junto a su perro terrier para sonreír a una niña sentada en la acera.;Una mujer se agacha junto a su perro terrier para sonreír a una niña sentada en la acera.
129474628.jpg;0; Roppolo 's Pizzeria serves is open at night and serving customers .;El servicio de pizzería de Roppolo está abierto por la noche y sirve a los clientes.;El servicio de pizzería de Roppolo está abierto por la noche y sirve a los clientes.
129528391.jpg;0; A man carrying a musical instrument and wearing a gray jacket , purple hat and purple scarf examines some money as he stands near a worn utility pole .;Un hombre que lleva un instrumento musical y que lleva una chaqueta gris , sombrero púrpura y bufanda púrpura examina algo de dinero mientras se encuentra cerca de un poste de servicios usados .;Un hombre que lleva un instrumento musical y que lleva una chaqueta gris , sombrero púrpura y bufanda púrpura examina algo de dinero mientras se encuentra cerca de un poste de servicios usados .
1295698260.jpg;0;" A woman with a shopping bag labeled "" sale "" stands in a crowd next to a young man with a camera .";"Una mujer con una bolsa de compras etiquetada ""venta"" se encuentra en una multitud junto a un joven con una cámara.";"Una mujer con una bolsa de compras etiquetada ""venta"" se encuentra en una multitud junto a un joven con una cámara."
129599450.jpg;0; A man is hiking on a mountain path with an American flag on his backpack .;Un hombre está caminando en un sendero de montaña con una bandera americana en su mochila.;Un hombre está caminando en un sendero de montaña con una bandera americana en su mochila.
1301140633.jpg;0; Blond child with dirty face holding yellow bottle with red cap , plants in background .;Niño rubio con cara sucia sosteniendo botella amarilla con tapa roja , plantas en el fondo .;Niño rubio con cara sucia sosteniendo botella amarilla con tapa roja , plantas en el fondo .
130211457.jpg;0; A girl in a red and black leotard with white writing is standing next to a man in a cap and a girl in a hot pink and black and white checkered outfit .;Una chica en un maillot rojo y negro con escritura blanca está de pie al lado de un hombre con una gorra y una chica en un traje a cuadros rosa y negro caliente y blanco.;Una chica en un maillot rojo y negro con escritura blanca está de pie al lado de un hombre con una gorra y una chica en un traje a cuadros rosa y negro caliente y blanco.
131090759.jpg;0; A man selling many wicker chairs is pulling a cart of them through the street .;Un hombre vendiendo muchas sillas de mimbre está tirando de un carro de ellos a través de la calle.;Un hombre vendiendo muchas sillas de mimbre está tirando de un carro de ellos a través de la calle.
131114016.jpg;0; Some children are playing on a trampoline , a boy in a red shirt is covering his face as he cries .;Algunos niños están jugando en un trampolín, un niño con una camisa roja se cubre la cara mientras llora.;Algunos niños están jugando en un trampolín, un niño con una camisa roja se cubre la cara mientras llora.
131156353.jpg;0; A man wearing a gray shirt , blue jeans , glasses , and sneakers is teeing of a golf ball with a golf clove .;Un hombre que lleva una camisa gris , pantalones vaqueros azules , gafas , y zapatillas de deporte es teling de una pelota de golf con un clavo de golf .;Un hombre que lleva una camisa gris , pantalones vaqueros azules , gafas , y zapatillas de deporte es teling de una pelota de golf con un clavo de golf .
1312227131.jpg;0; A group of dogs is pulling a sled over snow as the sun sets .;Un grupo de perros está tirando de un trineo sobre la nieve cuando el sol se pone.;Un grupo de perros está tirando de un trineo sobre la nieve cuando el sol se pone.
1313869424.jpg;0; A shirtless man is fishing , standing on large rocks that rest next to a boardwalk with a tall lamp post in the forefront .;Un hombre sin camisa está pescando, de pie en grandes rocas que descansan al lado de un paseo marítimo con un poste alto de la lámpara en la vanguardia.;Un hombre sin camisa está pescando, de pie en grandes rocas que descansan al lado de un paseo marítimo con un poste alto de la lámpara en la vanguardia.
